country,year,sex,age,suicides_no,population,suicides/100k pop,HDI for year,overall score,government integrity,labor freedom,financial freedom, gdp_for_year ($) ,gdp_per_capita ($),generation
Lithuania,2007,male,15-24 years,101,243589,41.46,0.825,71.5,48,57.3,80,"39,738,180,077",12869,Millenials
Lithuania,2007,male,25-34 years,146,210164,69.47,0.825,71.5,48,57.3,80,"39,738,180,077",12869,Generation X
Lithuania,2007,male,35-54 years,326,447405,72.86,0.825,71.5,48,57.3,80,"39,738,180,077",12869,Boomers
Lithuania,2007,male,5-14 years,4,187735,2.13,0.825,71.5,48,57.3,80,"39,738,180,077",12869,Generation Z
Lithuania,2007,male,55-74 years,220,267333,82.29,0.825,71.5,48,57.3,80,"39,738,180,077",12869,Silent
Lithuania,2007,male,75+ years,51,67551,75.5,0.825,71.5,48,57.3,80,"39,738,180,077",12869,Silent
Luxembourg,2007,female,15-24 years,2,27674,7.23,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Millenials
Luxembourg,2007,female,25-34 years,2,33942,5.89,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Generation X
Luxembourg,2007,female,35-54 years,9,74214,12.13,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Boomers
Luxembourg,2007,female,5-14 years,0,29088,0,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Generation Z
Luxembourg,2007,female,55-74 years,10,43834,22.81,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Silent
Luxembourg,2007,female,75+ years,2,20040,9.98,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Silent
Luxembourg,2007,male,15-24 years,2,28964,6.91,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Millenials
Luxembourg,2007,male,25-34 years,9,33901,26.55,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Generation X
Luxembourg,2007,male,35-54 years,25,76346,32.75,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Boomers
Luxembourg,2007,male,5-14 years,0,30469,0,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Generation Z
Luxembourg,2007,male,55-74 years,14,42200,33.18,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Silent
Luxembourg,2007,male,75+ years,3,11340,26.46,0.888,74.6,85,47.8,80,"50,888,134,410",112581,Silent
Malta,2007,female,15-24 years,0,27895,0,0.827,66.1,66,60,70,"7,880,509,171",20333,Millenials
Malta,2007,female,25-34 years,0,28335,0,0.827,66.1,66,60,70,"7,880,509,171",20333,Generation X
Malta,2007,female,35-54 years,0,54855,0,0.827,66.1,66,60,70,"7,880,509,171",20333,Boomers
Malta,2007,female,5-14 years,0,22938,0,0.827,66.1,66,60,70,"7,880,509,171",20333,Generation Z
Malta,2007,female,55-74 years,0,46412,0,0.827,66.1,66,60,70,"7,880,509,171",20333,Silent
Malta,2007,female,75+ years,1,14886,6.72,0.827,66.1,66,60,70,"7,880,509,171",20333,Silent
Malta,2007,male,15-24 years,2,29328,6.82,0.827,66.1,66,60,70,"7,880,509,171",20333,Millenials
Malta,2007,male,25-34 years,5,30315,16.49,0.827,66.1,66,60,70,"7,880,509,171",20333,Generation X
Malta,2007,male,35-54 years,12,56285,21.32,0.827,66.1,66,60,70,"7,880,509,171",20333,Boomers
Malta,2007,male,5-14 years,0,24299,0,0.827,66.1,66,60,70,"7,880,509,171",20333,Generation Z
Malta,2007,male,55-74 years,5,42777,11.69,0.827,66.1,66,60,70,"7,880,509,171",20333,Silent
Malta,2007,male,75+ years,1,9256,10.8,0.827,66.1,66,60,70,"7,880,509,171",20333,Silent
Mauritius,2007,female,15-24 years,11,94225,11.67,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Millenials
Mauritius,2007,female,25-34 years,7,103004,6.8,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Generation X
Mauritius,2007,female,35-54 years,9,179726,5.01,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Boomers
Mauritius,2007,female,5-14 years,1,96189,1.04,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Generation Z
Mauritius,2007,female,55-74 years,2,82534,2.42,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Silent
Mauritius,2007,female,75+ years,0,19848,0,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Silent
Mauritius,2007,male,15-24 years,16,97048,16.49,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Millenials
Mauritius,2007,male,25-34 years,30,102202,29.35,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Generation X
Mauritius,2007,male,35-54 years,38,178997,21.23,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Boomers
Mauritius,2007,male,5-14 years,0,98602,0,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Generation Z
Mauritius,2007,male,55-74 years,9,71372,12.61,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Silent
Mauritius,2007,male,75+ years,4,11486,34.83,0.728,69.4,42,71.7,60,"8,150,138,757",7179,Silent
Mexico,2007,female,15-24 years,272,10427676,2.61,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Millenials
Mexico,2007,female,25-34 years,173,9590582,1.8,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Generation X
Mexico,2007,female,35-54 years,202,12451981,1.62,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Boomers
Mexico,2007,female,5-14 years,53,11546073,0.46,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Generation Z
Mexico,2007,female,55-74 years,48,5064820,0.95,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Silent
Mexico,2007,female,75+ years,14,1503866,0.93,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Silent
Mexico,2007,male,15-24 years,910,10761087,8.46,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Millenials
Mexico,2007,male,25-34 years,943,9530655,9.89,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Generation X
Mexico,2007,male,35-54 years,1030,11726685,8.78,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Boomers
Mexico,2007,male,5-14 years,83,11918904,0.7,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Generation Z
Mexico,2007,male,55-74 years,421,4716115,8.93,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Silent
Mexico,2007,male,75+ years,136,1055853,12.88,0.739,66,35,61.7,60,"1,052,696,282,279",10496,Silent
Netherlands,2007,female,15-24 years,22,970052,2.27,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Millenials
Netherlands,2007,female,25-34 years,48,1017477,4.72,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Generation X
Netherlands,2007,female,35-54 years,171,2464793,6.94,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Boomers
Netherlands,2007,female,5-14 years,4,972473,0.41,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Generation Z
Netherlands,2007,female,55-74 years,124,1703333,7.28,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Silent
Netherlands,2007,female,75+ years,41,686244,5.97,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Silent
Netherlands,2007,male,15-24 years,72,1003453,7.18,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Millenials
Netherlands,2007,male,25-34 years,114,1018680,11.19,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Generation X
Netherlands,2007,male,35-54 years,427,2508053,17.03,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Boomers
Netherlands,2007,male,5-14 years,5,1018393,0.49,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Generation Z
Netherlands,2007,male,55-74 years,250,1660580,15.05,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Silent
Netherlands,2007,male,75+ years,76,401873,18.91,0.904,75.5,86,62.7,80,"839,419,655,078",54418,Silent
Norway,2007,female,15-24 years,14,289740,4.83,0.938,67.9,89,49,50,"401,082,621,083",90797,Millenials
Norway,2007,female,25-34 years,21,305124,6.88,0.938,67.9,89,49,50,"401,082,621,083",90797,Generation X
Norway,2007,female,35-54 years,62,656105,9.45,0.938,67.9,89,49,50,"401,082,621,083",90797,Boomers
Norway,2007,female,5-14 years,0,299559,0,0.938,67.9,89,49,50,"401,082,621,083",90797,Generation Z
Norway,2007,female,55-74 years,39,452989,8.61,0.938,67.9,89,49,50,"401,082,621,083",90797,Silent
Norway,2007,female,75+ years,13,220209,5.9,0.938,67.9,89,49,50,"401,082,621,083",90797,Silent
Norway,2007,male,15-24 years,45,303717,14.82,0.938,67.9,89,49,50,"401,082,621,083",90797,Millenials
Norway,2007,male,25-34 years,60,312302,19.21,0.938,67.9,89,49,50,"401,082,621,083",90797,Generation X
Norway,2007,male,35-54 years,127,682978,18.6,0.938,67.9,89,49,50,"401,082,621,083",90797,Boomers
Norway,2007,male,5-14 years,2,315302,0.63,0.938,67.9,89,49,50,"401,082,621,083",90797,Generation Z
Norway,2007,male,55-74 years,71,443643,16,0.938,67.9,89,49,50,"401,082,621,083",90797,Silent
Norway,2007,male,75+ years,31,135701,22.84,0.938,67.9,89,49,50,"401,082,621,083",90797,Silent
Panama,2007,female,15-24 years,5,301555,1.66,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Millenials
Panama,2007,female,25-34 years,6,277823,2.16,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Generation X
Panama,2007,female,35-54 years,7,406328,1.72,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Boomers
Panama,2007,female,5-14 years,2,331670,0.6,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Generation Z
Panama,2007,female,55-74 years,1,177879,0.56,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Silent
Panama,2007,female,75+ years,0,46968,0,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Silent
Panama,2007,male,15-24 years,31,312490,9.92,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Millenials
Panama,2007,male,25-34 years,27,283781,9.51,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Generation X
Panama,2007,male,35-54 years,63,404333,15.58,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Boomers
Panama,2007,male,5-14 years,0,344045,0,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Generation Z
Panama,2007,male,55-74 years,22,169617,12.97,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Silent
Panama,2007,male,75+ years,7,40649,17.22,0.751,64.6,35,43.7,60,"21,295,984,200",6876,Silent
Poland,2007,female,15-24 years,73,2937109,2.49,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Millenials
Poland,2007,female,25-34 years,71,2973164,2.39,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Generation X
Poland,2007,female,35-54 years,304,5391795,5.64,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Boomers
Poland,2007,female,5-14 years,12,2027682,0.59,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Generation Z
Poland,2007,female,55-74 years,269,3977336,6.76,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Silent
Poland,2007,female,75+ years,83,1515131,5.48,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Silent
Poland,2007,male,15-24 years,580,3053708,18.99,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Millenials
Poland,2007,male,25-34 years,648,3053025,21.22,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Generation X
Poland,2007,male,35-54 years,1865,5310215,35.12,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Boomers
Poland,2007,male,5-14 years,19,2127356,0.89,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Generation Z
Poland,2007,male,55-74 years,1123,3198917,35.11,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Silent
Poland,2007,male,75+ years,237,745405,31.79,0.819,58.1,34,61.4,50,"429,063,549,984",11816,Silent
Romania,2007,female,15-24 years,24,1555447,1.54,0.781,61.2,30,58,60,"175,933,642,292",8593,Millenials
Romania,2007,female,25-34 years,45,1686938,2.67,0.781,61.2,30,58,60,"175,933,642,292",8593,Generation X
Romania,2007,female,35-54 years,159,3054484,5.21,0.781,61.2,30,58,60,"175,933,642,292",8593,Boomers
Romania,2007,female,5-14 years,7,1084690,0.65,0.781,61.2,30,58,60,"175,933,642,292",8593,Generation Z
Romania,2007,female,55-74 years,144,2350957,6.13,0.781,61.2,30,58,60,"175,933,642,292",8593,Silent
Romania,2007,female,75+ years,67,791656,8.46,0.781,61.2,30,58,60,"175,933,642,292",8593,Silent
Romania,2007,male,15-24 years,136,1626508,8.36,0.781,61.2,30,58,60,"175,933,642,292",8593,Millenials
Romania,2007,male,25-34 years,250,1769266,14.13,0.781,61.2,30,58,60,"175,933,642,292",8593,Generation X
Romania,2007,male,35-54 years,851,3011852,28.26,0.781,61.2,30,58,60,"175,933,642,292",8593,Boomers
Romania,2007,male,5-14 years,13,1141212,1.14,0.781,61.2,30,58,60,"175,933,642,292",8593,Generation Z
Romania,2007,male,55-74 years,596,1916195,31.1,0.781,61.2,30,58,60,"175,933,642,292",8593,Silent
Romania,2007,male,75+ years,138,485821,28.41,0.781,61.2,30,58,60,"175,933,642,292",8593,Silent
Singapore,2007,female,15-24 years,10,233600,4.28,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Millenials
Singapore,2007,female,25-34 years,18,285500,6.3,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Generation X
Singapore,2007,female,35-54 years,46,608800,7.56,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Boomers
Singapore,2007,female,5-14 years,0,235100,0,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Generation Z
Singapore,2007,female,55-74 years,40,281800,14.19,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Silent
Singapore,2007,female,75+ years,17,68300,24.89,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Silent
Singapore,2007,male,15-24 years,24,242200,9.91,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Millenials
Singapore,2007,male,25-34 years,28,263500,10.63,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Generation X
Singapore,2007,male,35-54 years,77,609000,12.64,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Boomers
Singapore,2007,male,5-14 years,0,249800,0,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Generation Z
Singapore,2007,male,55-74 years,41,267000,15.36,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Silent
Singapore,2007,male,75+ years,27,45000,60,0.878,87.1,94,97.8,50,"179,981,288,567",53098,Silent
Slovenia,2007,female,15-24 years,7,121715,5.75,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Millenials
Slovenia,2007,female,25-34 years,8,146261,5.47,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Generation X
Slovenia,2007,female,35-54 years,32,300437,10.65,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Boomers
Slovenia,2007,female,5-14 years,0,91679,0,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Generation Z
Slovenia,2007,female,55-74 years,31,223540,13.87,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Silent
Slovenia,2007,female,75+ years,21,95826,21.91,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Silent
Slovenia,2007,male,15-24 years,15,130849,11.46,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Millenials
Slovenia,2007,male,25-34 years,42,159609,26.31,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Generation X
Slovenia,2007,male,35-54 years,121,315897,38.3,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Boomers
Slovenia,2007,male,5-14 years,0,97299,0,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Generation Z
Slovenia,2007,male,55-74 years,112,199979,56.01,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Silent
Slovenia,2007,male,75+ years,45,44241,101.72,0.873,59.6,61,41.2,50,"48,114,688,201",24964,Silent
Spain,2007,female,15-24 years,30,2477304,1.21,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Millenials
Spain,2007,female,25-34 years,97,3690155,2.63,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Generation X
Spain,2007,female,35-54 years,275,6607654,4.16,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Boomers
Spain,2007,female,5-14 years,5,2047289,0.24,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Generation Z
Spain,2007,female,55-74 years,248,4502070,5.51,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Silent
Spain,2007,female,75+ years,146,2265062,6.45,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Silent
Spain,2007,male,15-24 years,114,2609810,4.37,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Millenials
Spain,2007,male,25-34 years,332,3962434,8.38,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Generation X
Spain,2007,male,35-54 years,841,6733333,12.49,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Boomers
Spain,2007,male,5-14 years,7,2161485,0.32,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Generation Z
Spain,2007,male,55-74 years,633,4065846,15.57,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Silent
Spain,2007,male,75+ years,536,1424885,37.62,0.853,69.2,70,49.3,80,"1,479,341,637,011",34769,Silent
Sweden,2007,female,15-24 years,35,573531,6.1,0.905,69.3,92,65,70,"487,816,328,342",56531,Millenials
Sweden,2007,female,25-34 years,28,562738,4.98,0.905,69.3,92,65,70,"487,816,328,342",56531,Generation X
Sweden,2007,female,35-54 years,129,1210389,10.66,0.905,69.3,92,65,70,"487,816,328,342",56531,Boomers
Sweden,2007,female,5-14 years,2,500349,0.4,0.905,69.3,92,65,70,"487,816,328,342",56531,Generation Z
Sweden,2007,female,55-74 years,97,1018811,9.52,0.905,69.3,92,65,70,"487,816,328,342",56531,Silent
Sweden,2007,female,75+ years,34,485845,7,0.905,69.3,92,65,70,"487,816,328,342",56531,Silent
Sweden,2007,male,15-24 years,69,604397,11.42,0.905,69.3,92,65,70,"487,816,328,342",56531,Millenials
Sweden,2007,male,25-34 years,103,585980,17.58,0.905,69.3,92,65,70,"487,816,328,342",56531,Generation X
Sweden,2007,male,35-54 years,298,1251142,23.82,0.905,69.3,92,65,70,"487,816,328,342",56531,Boomers
Sweden,2007,male,5-14 years,5,526368,0.95,0.905,69.3,92,65,70,"487,816,328,342",56531,Generation Z
Sweden,2007,male,55-74 years,224,995361,22.5,0.905,69.3,92,65,70,"487,816,328,342",56531,Silent
Sweden,2007,male,75+ years,102,314248,32.46,0.905,69.3,92,65,70,"487,816,328,342",56531,Silent
Switzerland,2007,female,15-24 years,36,441640,8.15,0.915,78,91,77,70,"479,913,034,322",66807,Millenials
Switzerland,2007,female,25-34 years,32,497366,6.43,0.915,78,91,77,70,"479,913,034,322",66807,Generation X
Switzerland,2007,female,35-54 years,111,1159958,9.57,0.915,78,91,77,70,"479,913,034,322",66807,Boomers
Switzerland,2007,female,5-14 years,1,394319,0.25,0.915,78,91,77,70,"479,913,034,322",66807,Generation Z
Switzerland,2007,female,55-74 years,138,802392,17.2,0.915,78,91,77,70,"479,913,034,322",66807,Silent
Switzerland,2007,female,75+ years,122,373618,32.65,0.915,78,91,77,70,"479,913,034,322",66807,Silent
Switzerland,2007,male,15-24 years,74,457991,16.16,0.915,78,91,77,70,"479,913,034,322",66807,Millenials
Switzerland,2007,male,25-34 years,80,493019,16.23,0.915,78,91,77,70,"479,913,034,322",66807,Generation X
Switzerland,2007,male,35-54 years,297,1173821,25.3,0.915,78,91,77,70,"479,913,034,322",66807,Boomers
Switzerland,2007,male,5-14 years,3,417683,0.72,0.915,78,91,77,70,"479,913,034,322",66807,Generation Z
Switzerland,2007,male,55-74 years,275,751082,36.61,0.915,78,91,77,70,"479,913,034,322",66807,Silent
Switzerland,2007,male,75+ years,191,220706,86.54,0.915,78,91,77,70,"479,913,034,322",66807,Silent
United Kingdom,2007,female,15-24 years,70,3963103,1.77,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Millenials
United Kingdom,2007,female,25-34 years,132,3923507,3.36,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Generation X
United Kingdom,2007,female,35-54 years,354,8709169,4.06,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Boomers
United Kingdom,2007,female,5-14 years,4,3479755,0.11,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Generation Z
United Kingdom,2007,female,55-74 years,230,6345128,3.62,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Silent
United Kingdom,2007,female,75+ years,82,2886921,2.84,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Silent
United Kingdom,2007,male,15-24 years,309,4193170,7.37,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Millenials
United Kingdom,2007,male,25-34 years,547,3935970,13.9,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Generation X
United Kingdom,2007,male,35-54 years,1332,8519029,15.64,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Boomers
United Kingdom,2007,male,5-14 years,10,3648686,0.27,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Generation Z
United Kingdom,2007,male,55-74 years,613,5943853,10.31,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Silent
United Kingdom,2007,male,75+ years,214,1834466,11.67,0.892,79.9,86,79,90,"3,074,359,743,898",53576,Silent
Armenia,2008,female,15-24 years,1,309009,0.32,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Millenials
Armenia,2008,female,25-34 years,2,254728,0.79,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Generation X
Armenia,2008,female,35-54 years,10,477501,2.09,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Boomers
Armenia,2008,female,5-14 years,1,198065,0.5,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Generation Z
Armenia,2008,female,55-74 years,5,260264,1.92,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Silent
Armenia,2008,female,75+ years,0,81431,0,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Silent
Armenia,2008,male,15-24 years,3,317794,0.94,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Millenials
Armenia,2008,male,25-34 years,4,250190,1.6,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Generation X
Armenia,2008,male,35-54 years,11,429649,2.56,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Boomers
Armenia,2008,male,5-14 years,1,220896,0.45,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Generation Z
Armenia,2008,male,55-74 years,18,198978,9.05,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Silent
Armenia,2008,male,75+ years,7,46886,14.93,0.727,69.9,29,84.6,70,"11,662,040,714",3829,Silent
Australia,2008,female,15-24 years,60,1473105,4.07,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Millenials
Australia,2008,female,25-34 years,90,1494968,6.02,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Generation X
Australia,2008,female,35-54 years,231,3066609,7.53,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Boomers
Australia,2008,female,5-14 years,3,1340626,0.22,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Generation Z
Australia,2008,female,55-74 years,97,1974752,4.91,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Silent
Australia,2008,female,75+ years,27,781742,3.45,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Silent
Australia,2008,male,15-24 years,228,1560974,14.61,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Millenials
Australia,2008,male,25-34 years,354,1512033,23.41,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Generation X
Australia,2008,male,35-54 years,765,3015761,25.37,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Boomers
Australia,2008,male,5-14 years,8,1411650,0.57,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Generation Z
Australia,2008,male,55-74 years,357,1935161,18.45,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Silent
Australia,2008,male,75+ years,121,552931,21.88,0.92,82.2,87,83.7,90,"1,052,584,601,611",52315,Silent
Austria,2008,female,15-24 years,18,500763,3.59,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Millenials
Austria,2008,female,25-34 years,18,539635,3.34,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Generation X
Austria,2008,female,35-54 years,112,1285210,8.71,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Boomers
Austria,2008,female,5-14 years,2,425776,0.47,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Generation Z
Austria,2008,female,55-74 years,82,895882,9.15,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Silent
Austria,2008,female,75+ years,72,430534,16.72,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Silent
Austria,2008,male,15-24 years,59,519137,11.37,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Millenials
Austria,2008,male,25-34 years,86,542606,15.85,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Generation X
Austria,2008,male,35-54 years,340,1295943,26.24,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Boomers
Austria,2008,male,5-14 years,2,447151,0.45,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Generation Z
Austria,2008,male,55-74 years,276,811538,34.01,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Silent
Austria,2008,male,75+ years,200,231083,86.55,0.884,71.4,86,81.4,70,"430,294,287,388",54294,Silent
Belgium,2008,female,15-24 years,37,641708,5.77,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Millenials
Belgium,2008,female,25-34 years,46,684849,6.72,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Generation X
Belgium,2008,female,35-54 years,225,1545151,14.56,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Boomers
Belgium,2008,female,5-14 years,5,586242,0.85,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Generation Z
Belgium,2008,female,55-74 years,165,1133712,14.55,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Silent
Belgium,2008,female,75+ years,69,574334,12.01,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Silent
Belgium,2008,male,15-24 years,110,657101,16.74,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Millenials
Belgium,2008,male,25-34 years,177,691616,25.59,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Generation X
Belgium,2008,male,35-54 years,648,1573470,41.18,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Boomers
Belgium,2008,male,5-14 years,3,612292,0.49,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Generation Z
Belgium,2008,male,55-74 years,340,1058969,32.11,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Silent
Belgium,2008,male,75+ years,174,341406,50.97,0.899,71.7,73,80.4,80,"518,625,897,173",51345,Silent
Croatia,2008,female,15-24 years,7,272369,2.57,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Millenials
Croatia,2008,female,25-34 years,9,305383,2.95,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Generation X
Croatia,2008,female,35-54 years,47,638100,7.37,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Boomers
Croatia,2008,female,5-14 years,1,231806,0.43,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Generation Z
Croatia,2008,female,55-74 years,72,536698,13.42,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Silent
Croatia,2008,female,75+ years,48,210591,22.79,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Silent
Croatia,2008,male,15-24 years,40,284857,14.04,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Millenials
Croatia,2008,male,25-34 years,49,314031,15.6,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Generation X
